Part Number;Req numero;Req status;Req data;qtd;Valor unitario;IGPM acumulado
DCN4-1242;SP1075400A1;Recebida no Solicitante;2001-03;140;3,00;3,86127922
DCN4-7638;SP9004324A1;Recebida no Solicitante;1999-02;100;13,70;5,09956078
DCN4-5400;RF8177034F3;Recebida no Solicitante;1998-06;287;6,50;5,15152885
DCN4-1864;RFB064157R1;Recebida no Solicitante;2008-03;2000;1,20;2,00245848
DCN4-1864;LS5053321T9;Recebida no Solicitante;2005-02;2000;0,30;2,29540621
DCN4-1864;GL3267045A5;Recebida no Solicitante;2003-09;2000;0,44;2,66010880
DCN4-1864;CP3221001A6;Recebida no Solicitante;2003-08;5000;0,12;2,67021721
DCN4-1864;RF3221001A6;Recebida no Solicitante;2003-08;4900;0,01;2,67021721
DCN4-1864;RF3119703A6;Recebida no Solicitante;2003-04;100;0,01;2,64972323
DCN4-3320;RFA309007F3;Recebida no Solicitante;2007-11;100;2,80;2,08511896
DCN4-3320;RF2135004F3;Recebida no Solicitante;2002-05;100;2,80;3,49072735
DCN3-1970;RF5144048F3;Recebida no Solicitante;2005-05;30;192,10;2,24990278
DCN3-1970;RF2130005F3;Recebida no Solicitante;2002-05;30;138,00;3,49072735
DCN4-7315;SP4135301F5;Recebida no Solicitante;2004-05;50;27,95;2,49171686
DCN4-468;LS4138074T1;Recebida no Solicitante;2004-05;100;0,92;2,49171686
DCN4-468;RF3139309R1;Recebida no Solicitante;2003-05;100;0,09;2,62556800
DCN4-468;AF3107219A7;Recebida no Solicitante;2003-04;100;0,09;2,64972323
DCN4-468;RF2347301R1;Recebida no Solicitante;2002-12;100;0,09;2,92130363
DCN4-468;AF1199032S2;Recebida no Solicitante;2001-07;83;0,00;3,73276148
DCN4-468;SP1081363A1;Recebida no Solicitante;2001-03;750;0,10;3,86127922
DCN4-468;AF1078938S2;Recebida no Solicitante;2001-03;83;0,06;3,86127922
DCN4-468;SP0042358F5;Recebida no Solicitante;2000-05;40;0,15;4,19853227
DCN4-468;CP9111055DP;Recebida no Solicitante;1999-04;100;0,15;4,78642505
DCN3-5526;LS2262008SS;Recebida no Solicitante;2002-09;200;42,80;3,26844545
DCN3-5526;LS0214754SS;Recebida no Solicitante;2000-08;50;39,90;4,08612747
DCN4-6063;SP2192313A1;Recebida no Solicitante;2002-08;50;0,16;3,34427339
DCN4-6063;SP1081398A1;Recebida no Solicitante;2001-03;500;0,10;3,86127922
DCN3-342;LS2140025C3;Recebida no Solicitante;2002-05;60;70,00;3,49072735
DCN3-7696;LSI056114T1;Expedida;2015-02;40;226,00;1,35607352
DCN3-7696;LSE119070T1;Recebida no Solicitante;2011-04;100;104,00;1,65363667
DCN3-7696;LSD085004T2;Recebida Parcialmente no Solicitant;2010-03;40;87,50;1,85191968
DCN3-7696;LS5053770T1;Recebida no Solicitante;2005-02;10;120,00;2,29540621
DCN3-7696;LS1233145T1;Recebida no Solicitante;2001-08;20;50,00;3,67832231
DCN3-7696;LS0400129T1;Recebida no Solicitante;2000-09;25;28,50;3,99074858
DCN3-7696;RF0215095F3;Recebida no Solicitante;2000-08;150;33,60;4,08612747
DCN4-4077;AFG058261A7;Recebida no Solicitante;2013-02;176;20,15;1,48980326
DCN4-4077;LS5053794T1;Recebida no Solicitante;2005-02;200;0,72;2,29540621
DCN4-4077;LS4132061T9;Recebida no Solicitante;2004-05;100;0,25;2,49171686
DCN4-4077;LS4096474T1;Recebida no Solicitante;2004-04;100;0,15;2,52186664
DCN4-4077;AF3107246A7;Recebida no Solicitante;2003-04;200;0,05;2,64972323
DCN4-4077;RF2282007F3;Recebida no Solicitante;2002-10;300;0,08;3,19184126
DCN4-4077;SP2192318A1;Recebida no Solicitante;2002-08;50;0,16;3,34427339
DCN4-4077;LS2140032C3;Recebida no Solicitante;2002-05;20;0,05;3,49072735
DCN4-4077;RF2070009F3;Recebida no Solicitante;2002-03;500;0,05;3,51343468
DCN4-4077;SP1313313F5;Recebida no Solicitante;2001-11;100;0,10;3,57485630
DCN4-4077;SP1081343A1;Recebida no Solicitante;2001-05;1900;0,06;3,80175888
DCN4-8062;RFB310105F3;Recebida no Solicitante;2008-11;200;17,60;1,85791490
DCN4-8062;RF5144017F3;Recebida no Solicitante;2005-05;500;2,59;2,24990278
DCN4-2047;SP1075339A1;Recebida no Solicitante;2001-05;1450;1,10;3,80175888
DCN3-4346;RF0140003F3;Recebida no Solicitante;2000-05;300;2,92;4,19853227
DCN4-5868;LS2140061C3;Recebida no Solicitante;2002-05;10;177,00;3,49072735
DCN4-4216;GL2135046A3;Recebida no Solicitante;2002-05;80;5,90;3,49072735
DCN4-8524;SP2081105A1;Recebida no Solicitante;2002-04;100;0,90;3,51027543
DCN4-8524;SP1082330A1;Recebida no Solicitante;2001-04;100;0,67;3,83977647
DCN4-5882;CP9111058S2;Recebida no Solicitante;1999-04;44;25,00;4,78642505
DCN4-5882;AF9101811S2;Recebida no Solicitante;1999-04;22;0,00;4,78642505
DCN4-9746;RFB083056F7;Recebida no Solicitante;2008-03;500;4,30;2,00245848
DCN4-9746;RFA169001F7;Recebida no Solicitante;2007-06;2000;1,52;2,16676154
DCN4-9746;RFA113048F3;Recebida no Solicitante;2007-04;50;9,90;2,16849530
DCN4-9746;RF2287079F3;Recebida no Solicitante;2002-10;100;1,80;3,19184126
DCN4-9067;RF5144046F3;Recebida no Solicitante;2005-05;100;9,40;2,24990278
DCN4-9067;RF3267009F3;Recebida no Solicitante;2003-09;100;7,80;2,66010880
DCN4-9067;RF2158010F3;Recebida no Solicitante;2002-06;50;9,60;3,46199281
DCN4-6952;RF3141606A5;Recebida no Solicitante;2003-05;50;2,50;2,62556800
DCN4-949-;RF3146001F3;Recebida no Solicitante;2003-05;100;13,80;2,62556800
DCN4-5921;AF3107476A7;Recebida no Solicitante;2003-04;107;9,40;2,64972323
DCN4-5921;AF2102071A7;Recebida no Solicitante;2002-04;230;7,70;3,51027543
DCN4-5921;AF2051056A7;Recebida no Solicitante;2002-02;42;0,00;3,51554274
DCN4-5921;AF1078970A7;Recebida no Solicitante;2001-03;44;18,30;3,86127922
DCN4-5921;AF0404760A7;Recebida no Solicitante;2000-09;22;12,00;3,99074858
DCN4-10888;LSC182007T1;Recebida no Solicitante;2009-07;200;10,90;1,87649440
DCN4-3790;LSB028539T9;Recebida no Solicitante;2008-01;500;2,40;2,03501399
DCN4-3790;LS5053341T9;Recebida no Solicitante;2005-02;250;0,95;2,29540621
DCN4-3790;LS4096471T1;Recebida no Solicitante;2004-04;200;0,41;2,52186664
DCN4-3790;RF3139322R1;Recebida no Solicitante;2003-05;100;0,26;2,62556800
DCN4-3790;LS2140031C3;Recebida no Solicitante;2002-05;35;0,25;3,49072735
DCN4-3790;LS1117415C3;Recebida no Solicitante;2001-05;10;0,20;3,80175888
DCN4-3790;LS0207501T9;Recebida no Solicitante;2000-08;200;0,18;4,08612747
DCN4-3790;LS0084507T9;Recebida no Solicitante;2000-04;300;0,15;4,20818890
DCN4-3790;LS0075408C3;Recebida no Solicitante;2000-03;10;0,15;4,21450118
DCN4-3790;LS9327501T9;Recebida no Solicitante;1999-12;300;0,15;4,35919333
DCN4-3790;CP9109010DP;Recebida no Solicitante;1999-04;116;0,27;4,78642505
DCN3-5412;LS5053276T9;Recebida no Solicitante;2005-02;200;37,50;2,29540621
DCN3-5412;CP4136003T9;Recebida no Solicitante;2004-05;200;33,00;2,49171686
DCN3-5412;LS4132025T9;Recebida no Solicitante;2004-05;100;18,57;2,49171686
DCN3-5412;LS3149226T9;Recebida no Solicitante;2003-05;100;18,57;2,62556800
DCN3-5412;LS1192016T9;Recebida no Solicitante;2001-07;100;6,60;3,73276148
DCN3-5412;LS0043001T9;Recebida no Solicitante;2000-02;130;7,80;4,22925193
DCN4-1543;SP4125320A1;Recebida no Solicitante;2004-05;150;10,80;2,49171686
DCN3-10505;SP3025003CF;Recebida no Solicitante;2003-01;50;19,40;2,81571434
DCN4-5330;SP1209001A1;Recebida no Solicitante;2001-07;16;68,00;3,73276148
DCN4-5330;CP1139005CP;Recebida no Solicitante;2001-05;82;73,60;3,80175888
DCN4-5330;SP1095308A1;Recebida no Solicitante;2001-04;72;50,00;3,83977647
DCN4-5330;SP1071301A1;Recebida no Solicitante;2001-03;10;75,60;3,86127922
DCN4-5330;SP0042400A1;Recebida no Solicitante;2000-05;10;94,00;4,19853227
DCN4-5330;SP9116302A1;Recebida no Solicitante;1999-05;10;50,00;4,75268101
DCN4-10549;AF6287002CF;Recebida no Solicitante;2006-10;20;281,00;2,22658172
DCN3-10280;AF5017001A7;Recebida no Solicitante;2005-01;25;9,08;2,30435829
DCN3-10280;AF0253001CF;Recebida no Solicitante;2000-09;30;49,00;3,99074858
DCN3-10437;SP4288302F5;Recebida no Solicitante;2004-10;100;29,00;2,34957385
DCN3-10437;RF1342001CF;Recebida no Solicitante;2001-12;50;9,67;3,53596073
DCN3-1534;RFB063004F3;Recebida no Solicitante;2008-03;150;29,40;2,00245848
DCN4-197;AF6109050S2;Recebida no Solicitante;2006-04;100;4,16;2,26123443
DCN4-3518;LS5071051T1;Recebida no Solicitante;2005-03;100;4,50;2,28854059
DCN4-4664;SP3161301F2;Recebida no Solicitante;2003-07;50;565,00;2,65900230
DCN4-4664;SP1305314F2;Recebida no Solicitante;2001-11;30;349,00;3,57485630
DCN4-1569;RF2287076F3;Recebida no Solicitante;2002-10;224;5,80;3,19184126
DCN3-10883;LSC182006T1;Recebida no Solicitante;2009-07;200;18,35;1,87649440
DCN4-8224;AFC119038A7;Recebida no Solicitante;2009-04;1000;0,57;1,87049571
DCN4-8224;RFA138018R1;Recebida no Solicitante;2007-05;3000;0,40;2,16762825
DCN4-8224;LS4138104T1;Recebida no Solicitante;2004-05;5000;0,18;2,49171686
DCN4-8224;LS4132090T9;Recebida no Solicitante;2004-05;5000;0,23;2,49171686
DCN4-8224;CP3214002A7;Recebida no Solicitante;2003-08;5000;0,22;2,67021721
DCN4-8224;AF3214004A7;Recebida no Solicitante;2003-08;4824;0,52;2,67021721
DCN4-8224;LS3149165T9;Recebida no Solicitante;2003-05;400;0,05;2,62556800
DCN4-8224;AF3107389A7;Recebida no Solicitante;2003-04;176;0,52;2,64972323
DCN4-8224;LS2261014T9;Recebida no Solicitante;2002-09;500;1,00;3,26844545
DCN4-8224;LS2108066T9;Recebida no Solicitante;2002-04;400;0,05;3,51027543
DCN4-8224;AF1304006A7;Recebida no Solicitante;2001-10;2000;0,00;3,61703960
DCN4-8224;LS1233156T1;Recebida no Solicitante;2001-08;200;0,10;3,67832231
DCN4-8224;SP1082328A1;Recebida no Solicitante;2001-05;50;3,50;3,80175888
DCN4-8224;AF1079036A7;Recebida no Solicitante;2001-03;200;0,10;3,86127922
DCN3-8094;RFB270087R1;Recebida no Solicitante;2008-09;100;20,80;1,87818620
DCN3-8094;RF4208021T1;Recebida no Solicitante;2004-07;500;4,48;2,42601839
DCN3-8094;AF3107508A7;Recebida no Solicitante;2003-04;200;4,70;2,64972323
DCN3-8094;RF2267043T1;Recebida no Solicitante;2002-09;10;22,80;3,26844545
DCN3-8094;RF2267014S2;Recebida no Solicitante;2002-09;32;22,50;3,26844545
DCN3-8094;RF2263009A3;Recebida no Solicitante;2002-09;5;22,50;3,26844545
DCN3-8094;RF2263087C3;Recebida no Solicitante;2002-09;8;22,50;3,26844545
DCN3-8094;RF2263049A7;Recebida no Solicitante;2002-09;10;22,50;3,26844545
DCN3-8094;RF1317001F3;Recebida no Solicitante;2001-11;500;6,70;3,57485630
DCN3-8094;RF1276208A3;Recebida no Solicitante;2001-10;10;26,00;3,61703960
DCN2-1609-4;GL1327001F4;Recebida no Solicitante;2001-11;120;8,90;3,57485630
DCN2-1609-4;SP1313315F5;Recebida no Solicitante;2001-11;100;9,35;3,57485630
DCN2-1609-4;GL1088015F4;Recebida no Solicitante;2001-03;50;29,28;3,86127922
DCN2-1609-4;GL9175012F4;Recebida no Solicitante;1999-07;50;18,00;4,74940601
DCN4-7888;AF9093230A7;Recebida no Solicitante;1999-04;142;22,90;4,78642505
DCN4-1662;SP1081308A1;Recebida no Solicitante;2001-03;60;19,24;3,86127922
DCN3-10372;LS1083001CF;Recebida no Solicitante;2001-03;30;80,00;3,86127922
DCN4-4120-4-10;LSK184001IU;Recebida no Solicitante;2017-07;10;8,74;1,17624471
DCN4-4120-4-10;LSB042059VV;Mapa Aprovado;2008-02;30;8,60;2,01307151
DCN4-11081;AFF341001PE;Recebida no Solicitante;2012-12;0;1400,00;1,50503370
DCN4-11081;AFF282001PE;Recebida no Solicitante;2012-10;300;1400,00;1,50488311
DCN4-11081;AFF158001PE;Recebida no Solicitante;2012-06;12;1249,96;1,57216953
DCN4-11081;AFF094001PE;Recebida no Solicitante;2012-04;312;1874,60;1,60170541
DCN4-7990;RF2129053F3;Recebida no Solicitante;2002-05;500;0,99;3,49072735
DCN4-7990;RF1257007F3;Recebida no Solicitante;2001-09;10;6,50;3,62825242
DCN4-10468;SP2236008CF;Recebida no Solicitante;2002-08;200;6,18;3,34427339
DCN3-4223;AF2186003A7;Recebida no Solicitante;2002-07;22;0,00;3,40948672
DCN3-4223;AF1078853A7;Recebida no Solicitante;2001-03;23;850,00;3,86127922
DCN3-4223;AF0404686A7;Recebida no Solicitante;2000-09;12;889,00;3,99074858
DCN3-1709-2;SP1333301GS;Recebida no Solicitante;2001-11;500;3,20;3,57485630
DCN4-7047;LSK185019A7;Mapa Aprovado;2017-07;100;24,55;1,17624471
DCN4-7047;AFD132037A7;Recebida no Solicitante;2010-05;600;13,94;1,82065471
DCN4-7047;AFC308089GA;Recebida no Solicitante;2009-11;100;17,50;1,88255527
DCN4-7047;AFA073014A7;Recebida no Solicitante;2007-03;100;14,85;2,17586818
DCN4-7047;AF3107596GA;Recebida no Solicitante;2003-05;100;9,50;2,62556800
DCN4-7047;AF2242288A7;Recebida no Solicitante;2002-09;10;13,50;3,26844545
DCN4-7047;AF1299005A7;Recebida no Solicitante;2001-10;30;10,80;3,61703960
DCN4-7047;AF9093084GA;Recebida no Solicitante;1999-04;145;5,94;4,78642505
DCN0-10417-2;LSH154048T1;Expedida;2014-06;25;1190,00;1,37251122
DCN0-10417-2;LSF096016T1;Recebida no Solicitante;2012-04;25;850,00;1,60170541
DCN0-10417-2;LSB310205T1;Recebida no Solicitante;2008-11;20;850,00;1,85791490
DCN0-10417-2;LSA292008T1;Recebida no Solicitante;2007-10;30;855,00;2,10701271
DCN0-10417-2;LS6194076T1;Recebida no Solicitante;2006-07;29;612,00;2,24533539
DCN0-10417-2;LS5174006T1;Recebida no Solicitante;2005-06;20;1680,00;2,25486348
DCN0-10417-2;LS5152002T1;Recebida no Solicitante;2005-06;20;0,00;2,25486348
DCN0-10417-2;LS4230002T1;Recebida no Solicitante;2004-08;1;344,00;2,39464850
DCN0-10417-2;LS4094002CF;Recebida no Solicitante;2004-04;20;344,00;2,52186664
DCN4-3112A;LS5053333T9;Recebida no Solicitante;2005-02;140;13,70;2,29540621
DCN3-4493;RF3267001F3;Recebida no Solicitante;2003-09;50;11,38;2,66010880
DCN3-7796;SP2192302A1;Recebida no Solicitante;2002-07;50;35,00;3,40948672
DCN3-7796;SP2109301A1;Recebida no Solicitante;2002-04;100;18,88;3,51027543
DCN4-7677;LSB268007GL;Recebida no Solicitante;2008-09;30;1874,60;1,87818620
DCN4-7677;LS0400397GL;Recebida no Solicitante;2000-09;120;430,22;3,99074858
DCN4-7677;SP0035305GS;Recebida no Solicitante;2000-03;10;263,38;4,21450118
DCN4-7677;LS9316506GL;Recebida no Solicitante;1999-12;30;263,38;4,35919333
DCN3-4368;LS4147170T1;Recebida no Solicitante;2004-05;100;14,40;2,49171686
DCN3-4368;LS4132020T9;Recebida no Solicitante;2004-05;80;9,40;2,49171686
DCN3-4368;LS3149121T9;Recebida no Solicitante;2003-05;110;19,50;2,62556800
DCN3-4368;LS2108022T9;Recebida no Solicitante;2002-04;110;3,40;3,51027543
DCN3-4368;LS1120444U7;Recebida no Solicitante;2001-05;5;2,80;3,80175888
DCN3-4368;LS1117432C3;Recebida no Solicitante;2001-05;20;2,80;3,80175888
DCN3-4368;SP1095351A1;Recebida no Solicitante;2001-04;1044;6,90;3,83977647
DCN3-4368;LS0083508T9;Recebida no Solicitante;2000-04;100;2,00;4,20818890
DCN3-4368;CP9103025T9;Recebida no Solicitante;1999-04;200;1,60;4,78642505
DCN3-6471;RF4131044F3;Recebida no Solicitante;2004-05;50;118,00;2,49171686
DCN4-632;LS5067123T9;Recebida no Solicitante;2005-03;700;3,10;2,28854059
DCN4-632;LS1281603T9;Recebida no Solicitante;2001-10;647;1,80;3,61703960
DCN4-632;LS0400169T9;Recebida no Solicitante;2000-09;365;1,38;3,99074858
DCN4-632;LS0084520T9;Recebida no Solicitante;2000-04;3;0,00;4,20818890
DCN4-6183;EPM309002DQ;Recebida no Solicitante;2019-11;765;16,30;1,02846617
DCN4-6182;LSF319451A3;Recebida na Comissão;2012-11;15000;1,14;1,50458219
DCN4-6182;LSD120018SS;Recebida no Solicitante;2010-04;30000;0,58;1,83467375
DCN4-6182;LSC316002SS;Recebida no Solicitante;2009-11;11414;0,59;1,88255527
DCN4-6182;LSA107011SS;Recebida no Solicitante;2007-04;3000;1,37;2,16849530
DCN4-6182;AF4103450A7;Recebida no Solicitante;2004-04;200;2,80;2,52186664
DCN4-6182;LS2108754SS;Recebida no Solicitante;2002-04;20000;0,89;3,51027543
DCN4-6182;LS0214761SS;Recebida no Solicitante;2000-08;20000;0,30;4,08612747
DCN4-6182;LS9042751SS;Recebida no Solicitante;1999-04;5000;0,36;4,78642505
DCN4-7162;LS5067128T9;Recebida no Solicitante;2005-03;100;3,88;2,28854059
DCN4-7162;LS4139015C3;Recebida no Solicitante;2004-05;100;0,79;2,49171686
DCN4-7162;LS4132088T9;Recebida no Solicitante;2004-05;100;0,85;2,49171686
DCN4-7162;LS3149164T9;Recebida no Solicitante;2003-05;150;0,84;2,62556800
DCN4-7162;LS2108065T9;Recebida no Solicitante;2002-04;150;0,90;3,51027543
DCN4-7162;LS1117440C3;Recebida no Solicitante;2001-05;8;1,90;3,80175888
DCN4-7162;LS0084521T9;Recebida no Solicitante;2000-04;100;0,94;4,20818890
DCN4-6954;AF0404796A7;Recebida no Solicitante;2000-09;3;12,00;3,99074858
DCN4-6268;AF3107293A7;Recebida no Solicitante;2003-04;100;0,96;2,64972323
DCN4-6268;AF2051045A7;Recebida no Solicitante;2002-02;26;0,00;3,51554274
DCN4-6268;AF1078976A7;Recebida no Solicitante;2001-03;26;0,75;3,86127922
DCN4-6268;AF9093217A7;Recebida no Solicitante;1999-04;160;1,00;4,78642505
DCN4-5910;SP2192303A1;Recebida no Solicitante;2002-07;50;9,90;3,40948672
DCN4-2508;GIM141001AU;Recebida na Comissão;2019-05;200;0,92;1,04547682
DCN4-2508;GL9096356C9;Recebida no Solicitante;1999-04;20;7,85;4,78642505
DCN4-3683;GL4149013A3;Recebida no Solicitante;2004-05;100;35,00;2,49171686
DCN4-5943;RF4051001F3;Recebida no Solicitante;2004-02;1000;1,80;2,56796124
DCN4-5943;RF3125001F3;Recebida no Solicitante;2003-05;200;3,68;2,62556800
DCN4-5218;SPC258016F5;Recebida no Solicitante;2009-09;750;3,00;1,89140724
DCN4-5218;AF3107220A7;Recebida no Solicitante;2003-04;100;0,09;2,64972323
DCN4-5218;SP2109329A1;Recebida no Solicitante;2002-04;100;0,09;3,51027543
DCN4-5218;RF2080006F3;Recebida no Solicitante;2002-03;100;0,15;3,51343468
DCN4-5218;AF1186087A7;Recebida no Solicitante;2001-07;4;0,00;3,73276148
DCN4-5218;AF1078948A7;Recebida no Solicitante;2001-03;4;0,10;3,86127922
DCN4-5218;SP1040355F5;Recebida no Solicitante;2001-03;634;0,25;3,86127922
DCN4-6380;AF9093016GA;Recebida no Solicitante;1999-04;199;3,10;4,78642505
DCN3-9080;RFB270086R1;Recebida no Solicitante;2008-09;200;52,00;1,87818620
DCN4-357;RF5108012A5;Recebida no Solicitante;2005-04;100;31,70;2,26925194
DCN4-357;GL3267052A5;Recebida no Solicitante;2003-09;20;19,80;2,66010880
DCN4-9226;RFD133019R1;Recebida no Solicitante;2010-05;27;668,07;1,82065471
DCN4-9226;RFC068044R1;Recebida no Solicitante;2009-03;20;668,07;1,85665404
DCN4-9226;RFB099584R1;Recebida no Solicitante;2008-04;10;536,50;1,98774913
DCN4-9226;RF5108019R1;Recebida no Solicitante;2005-04;16;636,79;2,26925194
DCN4-9226;RF4331303R1;Recebida no Solicitante;2004-11;4;636,79;2,34044611
DCN4-9226;RF4131083R1;Recebida no Solicitante;2004-05;25;761,37;2,49171686
DCN4-9226;RF1281301R1;Recebida no Solicitante;2001-10;30;571,00;3,61703960
DCN4-9226;RF0245302R1;Recebida no Solicitante;2000-09;20;389,80;3,99074858
DCN3-4743-19;RFC240014R1;Recebida no Solicitante;2009-08;150;7,15;1,88459817
DCN3-4743-19;RF5144051F3;Recebida no Solicitante;2005-05;200;4,44;2,24990278
DCN3-4743-19;LS5053271T9;Recebida no Solicitante;2005-02;8300;0,56;2,29540621
DCN3-4743-19;RF2135002F3;Recebida no Solicitante;2002-05;50;16,60;3,49072735
DCN3-4743-19;LS9090053T9;Recebida no Solicitante;1999-04;5000;0,29;4,78642505
DCN4-3570;SP1082370A1;Recebida no Solicitante;2001-05;95;0,60;3,80175888
DCN3-2644;SP1095346A1;Recebida no Solicitante;2001-04;40;28,00;3,83977647
DCN4-8791;GL9097733C9;Recebida no Solicitante;1999-04;40;3,50;4,78642505
DCN4-7949;LS8229001T1;Recebida no Solicitante;1998-09;120;3,60;5,14900486
DCN4-6664;LSB028438T1;Recebida no Solicitante;2008-01;200;3,60;2,03501399
DCN4-6664;RF2282019F3;Recebida no Solicitante;2002-10;300;1,60;3,19184126
DCN4-6664;RF2263062A7;Recebida no Solicitante;2002-09;2;75,50;3,26844545
DCN4-6664;RF9313020F3;Recebida no Solicitante;1999-11;200;2,97;4,46337805
DCN4-4886;RF2263057A7;Recebida no Solicitante;2002-09;140;3,95;3,26844545
DCN4-7997;RF2129054F3;Recebida no Solicitante;2002-05;500;2,53;3,49072735
DCN4-1500;LS5071044T1;Recebida no Solicitante;2005-03;30;61,10;2,28854059
DCN3-8131;RF3171001F3;Recebida no Solicitante;2003-06;50;22,00;2,63241228
DCN4-9918;AF2051016A7;Recebida no Solicitante;2002-02;100;0,00;3,51554274
DCN1-10418;LSE294008T9;Recebida no Solicitante;2011-10;5;2994,00;1,62633538
DCN4-9934;AFC310021A7;Recebida no Solicitante;2009-11;5000;0,85;1,88255527
DCN4-9934;LS5067142T9;Recebida no Solicitante;2005-03;200;0,90;2,28854059
DCN4-9934;LS4058464T9;Recebida no Solicitante;2004-02;200;0,22;2,56796124
DCN4-9934;SP2109308A1;Recebida no Solicitante;2002-04;100;0,19;3,51027543
DCN4-9934;SP0042303A1;Recebida no Solicitante;2000-05;20;0,06;4,19853227
DCN1-10761;LSC182015T1;Recebida no Solicitante;2009-07;12;6100,00;1,87649440
DCN1-10761;LSB100063T1;Recebida no Solicitante;2008-04;25;4500,00;1,98774913
DCN3-8239;SP9004309A1;Recebida no Solicitante;1999-02;170;0,24;5,09956078
DCN4-3316;LSI133007SS;Recebida na Comissão;2015-05;1000;12,00;1,32380832
DCN4-3316;RF6102005F3;Recebida no Solicitante;2006-04;50;24,30;2,26123443
DCN3-11199;AFH191001A7;Recebida no Solicitante;2014-07;240;98,50;1,38274352
DCN4-2984;AF3107422A7;Recebida no Solicitante;2003-04;35;26,30;2,64972323
DCN4-2984;AF1295025A7;Recebida no Solicitante;2001-10;39;0,00;3,61703960
DCN4-2984;AF1078908A7;Recebida no Solicitante;2001-03;40;12,00;3,86127922
DCN4-10547;LS4073001CF;Recebida no Solicitante;2004-03;100;0,38;2,55036373
DCN4-1915;RF1341001F3;Recebida no Solicitante;2001-12;500;22,00;3,53596073
DCN3-4784;GL9096294GG;Recebida no Solicitante;1999-04;20;21,45;4,78642505
DCN3-10389;LSK213011A7;Expedida;2017-08;200;505,80;1,18477509
DCN3-10389;AFC310019A7;Recebida no Solicitante;2009-11;190;520,00;1,88255527
DCN3-10389;AFC170001A7;Recebida no Solicitante;2009-06;80;65,56;1,87461790
DCN3-10389;AFB199014A9;Recebida no Solicitante;2008-07;20;681,70;1,90512630
DCN3-10389;AFB120020A7;Recebida no Solicitante;2008-04;50;389,50;1,98774913
DCN4-1899;RFB308033F3;Recebida no Solicitante;2008-11;10;45,00;1,85791490
DCN4-1899;RFB083064F7;Recebida no Solicitante;2008-03;100;18,00;2,00245848
DCN4-7897;RFA124096F3;Recebida no Solicitante;2007-05;500;6,70;2,16762825
DCN4-7897;RF5144014F3;Recebida no Solicitante;2005-05;100;8,90;2,24990278
DCN4-5844;RF4131039F3;Recebida no Solicitante;2004-05;1000;0,35;2,49171686
DCN3-4573;RF4103330F3;Recebida no Solicitante;2004-04;100;19,80;2,52186664
DCN3-4573;AF3107261A7;Recebida no Solicitante;2003-04;200;13,50;2,64972323
DCN3-6301;LS1216001U7;Recebida no Solicitante;2001-07;1;448,00;3,73276148
DCN4-7832;RF1205003F3;Recebida no Solicitante;2001-07;500;0,19;3,73276148
DCN3-6862;LSI061072SS;Empenho Aprovado;2015-03;83;27,00;1,35242198
DCN4-5829;AFD134050A7;Recebida no Solicitante;2010-05;180;3,60;1,82065471
DCN4-5829;AF4280114A7;Recebida no Solicitante;2004-10;200;5,50;2,34957385
DCN4-158;LS5053778T1;Recebida no Solicitante;2005-02;150;4,21;2,29540621
